loan_number,condition,depth
ES-L1047,(a) Presentación de un informe de consultoría independiente verificando que los decretos legislativos aprobatorios de la reforma tributaria a que hace referencia el inciso (a) y de la Contribución Especial de 10c por galón de gasolina y de dies,Medium
ES-L1047,(b) Publicación en el Diario Oficial de un Acuerdo Ejecutivo creando el Viceministerio de Ingresos como parte del Ministerio de Hacienda y presentación de un informe de consultoría independiente verificando que dicho Viceministerio cuenta con e,High
ES-L1047,"(c) Presentación de un informe de consultoría independiente verificando que los sistemas informáticos de la Dirección General de Impuestos Internos (DGII), de la Dirección General de Aduanas (DGA) y de la Dirección General de Tesorería (DGT) ha",Medium
ES-L1047,"(d) Presentación de un informe de consultoría independiente verificando que los puestos de control aduanero en La Hachadura, El Amatillo, Puerto de Acajutla, Anguiatú, El Poy y San Cristobal, por los cuales transitan, por lo menos el 75% de las",Medium
ES-L1047,(e) Publicación en el Diario Oficial de un decreto legislativo reformando el artículo 3 de la Ley de Reactivación a las Exportaciones aprobada por el Decreto Legislativo No. 460 del 27/03/1990 publicado en el Diario Oficial No. 88 del 18/04/199,High
ES-L1047,(f) Informe de consultoría independiente verificando que la reducción en al menos el 35% del subsidio al transporte colectivo de pasajeros a que hace referencia el inciso (d) de la Cláusula 3.03 anterior se mantiene vigente.,Medium
ES-L1047,(g) Publicación en el Diario Oficial de un Acuerdo Ejecutivo aprobando el subsidio al Gas Licuado de Petróleo (GLP) para los hogares cuyo nivel de consumo de electricidad sea menor a 99kwh por mes y/o que cumplan con los criterios de elegibilid,High
ES-L1047,(h) Presentación de un informe de consultoría independiente verificando que se mantiene vigente el subsidio cruzado del consumo de agua que se describe en el inciso (e) de la cláusula 3.03 anterior.,Medium
ES-L1047,"(i) Evidencia de la puesta en marcha del Observatorio Ciudadano de la Obra Pública en la Gestión Gubernamental de El Salvador integrado por representantes del sector público , del sector privado  y del Capítulo Nacional de Transparencia Interna",Medium
ES-L1047,(j) Evidencia de que un Portal de Transparencia Fiscal está operando en el sitio web del Ministerio de Hacienda.,Medium
ES-L1047,(k) Evidencia de la inclusión de la programación fiscal de mediano plazo (4 años) en el Mensaje del Proyecto del Presupuesto General del Estado y Presupuestos Especiales para el 2011.,Medium
ES-L1059,(a)  Que se haya consolidado la estructura institucional para la definición e implementación de la Política Energética Nacional mediante las siguientes medidas: (i) se crea y pone en funcionamiento el Consejo Nacional de Energía (CNE) con la as,High
ES-L1059,(iii) se cuenta con una metodología para desarrollar el plan de expansión de generación eléctrica en el CNE a fin de cumplir con su función de planificación indicativa de la generación de energía del país así como para proveer la información re,Medium
ES-L1059,Que se haya dado un impulso al proceso de integración del Mercado Eléctrico Regional (MER) mediante: (i) la designación del CNE como responsable de El Salvador para participar en el Consejo Director del MER y el ejercicio de la presidencia de e,Medium
ES-L1059,Que se haya establecido un programa de eficiencia energética y uso racional de energía que contenga: (i) una planificación de acciones de eficiencia energética nacional que incluye la conformación de comités de eficiencia energética y la partic,Medium
ES-L1059,Que se haya establecido un programa para el desarrollo de energía renovable con los siguientes elementos: (i) la definición de los alcances de un plan maestro para el aprovechamiento de energía renovable que contenga la identificación del poten,Low
ES-L1059,(ii) directriz del CNE a fin de integrar los aspectos socio ambientales al proyecto de generación de energía hidroeléctrica El Cimarrón;  (iii) definición del alcance de un estudio de pre factibilidad para desarrollar un proyecto de energía sol,Low
ES-L1059,"(iv) una propuesta de regulación que incentive el desarrollo de pequeños proyectos de energía renovable (menos de 20MW) con conexión a la red, a través de la definición de condiciones de despacho y remuneración de energía; y ",Medium
ES-L1059,"(v) una propuesta de ante proyecto de ley para el desarrollo de biocombustibles, que promueva el uso de una mezcla de biocombustibles con combustibles tradicionales y la definición de un mecanismo de fijación de precios.",Low
ES-L1059,Que exista un mecanismo de regulación que facilite el desarrollo de un sistema de generación de energía eléctrica que apunte a la seguridad en el suministro de energía y a la estabilidad en el mercado mayorista de electricidad mediante: (i) la ,High
ES-L1059,"Que se haya implementado un mecanismo de generación de energía eléctrica que promueva la seguridad en el suministro a mediano y largo plazo favoreciendo la competencia, la reducción de dependencia del petróleo y la integración regional mediante",Medium
Truncated,a. Que se haya consolidado la estructura institucional para la implementación de la Política Energética Nacional mediante: (i) se mantiene el funcionamiento operativo del CNE con adecuada asignación de presupuesto de funcionamiento personal e i,Low
Truncated,(iii) el CNE aprueba y difunde un plan indicativo de generación cumpliendo la función de planificación;,High
Truncated,Integración Regional mediante: (i) la participación activa del CNE en el Consejo Director del MER se mantiene de forma regular; y (ii) El Salvador cumple con el programa de trabajo acordado por el Consejo Directivo del MER en cuanto a coordinac,Medium
Truncated,Que se haya consolidado un programa de eficiencia energética y uso racional de energía que contenga como medidas: (i) se inicia la implementación del plan nacional de eficiencia energética con contenido sectorial y la participación de agencias ,Medium
Truncated,"Que se haya consolidado un programa de desarrollo de energía renovable que contenga: (ii) el CNE cuenta con una propuesta de regulación, que incentive el desarrollo de energía renovable de gran escala con conexión a la red a través de la defini",Medium
Truncated,"(i) la ejecución de proyectos de ER en pequeñas centrales hidroeléctricas, planta eólicas y de aprovechamiento solar para generación con conexión a la red;",Low
Truncated,"(iii) se presenta a la Asamblea Legislativa una propuesta de de anteproyecto de ley para el desarrollo de biocombustibles que promueva el uso de una mezcla de biocombustibles con combustibles tradicionales, y la definición de un mecanismo de fi",Medium
Truncated,e. Que se hayan realizado mejoras al mecanismo de regulación que facilite el desarrollo de un sistema de generación de energía eléctrica que apunte a la seguridad en el suministro de energía y estabilidad en el mercado mayorista de electricidad,Medium
Truncated,"Que se haya implementado un mecanismo de generación de energía eléctrica que promueva la seguridad en el suministro a mediano y largo plazo favoreciendo la competencia, la reducción de dependencia al petróleo y la integración regional mediante:",Medium
GU-L1017,Que se introduzca una línea en el Presupuesto de Ingresos y Egresos del Estado y que ésta tenga recursos suficientes para la implementación operativa y técnica de MIFAPRO en los municipios priorizados;,Medium
GU-L1017,"Que el MINEDUC y el MSPAS hayan incrementado, en al menos el veinte por ciento (20%) respecto del monto de gasto comprometido en el año 2008, para el año 2009 o para el año en que se realice el desembolso, si fuese un año distinto, los montos a",Medium
GU-L1017,"Que se haya aprobado por el Consejo Directivo de MIFAPRO, un cronograma de expansión de MIFAPRO que permita implementar la evaluación de impacto de MIFAPRO de acuerdo al diseño especificado;",Medium
GU-L1017,"Que se haya aprobado la estructura institucional y organizacional de MIFAPRO, de manera que la misma promueva: (i) la coordinación técnica y operativa entre sectores; y (ii) la delegación de funciones administrativas, financieras y de gestión e",High
GU-L1017,(e) Que al menos tres de los cuatro módulos del sistema de información de MIFAPRO hayan sido implementados y que el cuarto módulo se haya iniciado con la entrega al cien por ciento (100%) de las titulares del formulario de asistencia a los cont,Medium
GU-L1017,Salud: Que se haya aprobado el plan de supervisión de la prestación de servicios de salud del primer nivel para los municipios priorizados por MIFAPRO;,Medium
GU-L1017,Salud: Que se hayan validado y se encuentren en implementación proyectos pilotos de alternativas para ubicar y mantener personal técnico y profesional del primer nivel de servicios de salud en los lugares donde requiera MIFAPRO. El diseño de lo,Low
GU-L1017,Nutrición: (h) Que se haya realizado un análisis comparativo de conductas claves promovidas por la estrategia AINM-C en familias en las que se hayan realizado diferentes niveles de intervención de servicios;,Low
GU-L1017,Nutrición: Que se haya aprobado un plan de fortalecimiento de la articulación operativa entre los servicios comunitarios (AINM-C) y los servicios institucionales (SBS) del primer nivel de atención de servicios de salud en municipios cubiertos p,Medium
GU-L1017,"Nutrición: Que se haya iniciado el proceso, de acuerdo con el régimen de adquisición correspondiente, para asegurar el abastecimiento de: (i) chispitas para menores de 3 años de edad en cantidades suficientes para entregar a cada niño la dosis ",Medium
GU-L1017,Educación: Que el Plan Nacional de Inversión para Infraestructura Pública Escolar se haya actualizado y focalizado en los municipios que cubriría MIFAPRO en el año 2008;,Low
GU-L1017,Educación: Que se haya validado una propuesta de normativa para la asignación de docentes a centros educativos de acuerdo a las prioridades de MIFAPRO;,Medium
GU-L1017,Educación: Que se haya aprobado una propuesta de bono de ruralidad y su normativa;,Medium
GU-L1017,Educación: Que se haya revisado el curriculum nacional base del nivel primario de educación para adecuar la dosificación a los diferentes niveles de aplicación de los módulos educativos; y,Medium
